YGR167W	YGR167W@chrVII:832455-833157(+)
YFL024C	YFL024C@chrVI:87846-90345(-)
YBR012C	YBR012C@chrII:259146-259566(-)
YMR320W	YMR320W@chrXIII:916745-917051(+)
YER147C-A	YER147C-A@chrV:465202-465613(-)
YDL045W-A	YDL045W-A@chrIV:372247-372535(+)
YPL086C	YPL086C@chrXVI:384772-386446(-)
NTS2-1	NTS2-1@chrXII:458433-459675(-)
snR53	snR53@chrV:61699-61789(+)
YHL048C-A	YHL048C-A@chrVIII:5662-5797(-)
YOR031W	YOR031W@chrXV:389212-389422(+)
YNL192W	YNL192W@chrXIV:276501-279897(+)
YDR301W	YDR301W@chrIV:1063351-1067425(+)
YNL331C	YNL331C@chrXIV:16117-17248(-)
YLR161W	YLR161W@chrXII:488996-489341(+)
YPL249C-A	YPL249C-A@chrXVI:75698-76239(-)
YMR101C	YMR101C@chrXIII:468444-469476(-)
YBR022W	YBR022W@chrII:283737-284271(+)
YKL126W	YKL126W@chrXI:205706-207749(+)
snR51	snR51@chrXVI:718700-718806(-)
YML009C	YML009C@chrXIII:251303-251516(-)
YNL247W	YNL247W@chrXIV:182874-185178(+)
YGR113W	YGR113W@chrVII:718892-719924(+)
YJL046W	YJL046W@chrX:352385-353615(+)
YBR182C	YBR182C@chrII:593505-594864(-)
YER055C	YER055C@chrV:264891-265785(-)
YLR336C	YLR336C@chrXII:799696-802396(-)
YBR032W	YBR032W@chrII:301518-301821(+)
YDR325W	YDR325W@chrIV:1117125-1120233(+)
YGR229C	YGR229C@chrVII:949381-950899(-)
YBR240C	YBR240C@chrII:700489-701842(-)
YGR293C	YGR293C@chrVII:1079884-1080346(-)
YBR289W	YBR289W@chrII:779666-782384(+)
YER061C	YER061C@chrV:278297-279626(-)
YAL003W	YAL003W@chrI:142173-143160(+)
YCR022C	YCR022C@chrIII:157420-157765(-)
YAL061W	YAL061W@chrI:33447-34701(+)
YDR210W-A	YDR210W-A@chrIV:872111-873428(+)
YNL040W	YNL040W@chrXIV:553379-554750(+)
YPL246C	YPL246C@chrXVI:84508-85297(-)
YPL109C	YPL109C@chrXVI:345263-347389(-)
YGR170W	YGR170W@chrVII:837141-840558(+)
YML069W	YML069W@chrXIII:135499-137158(+)
YNR003W-A	YNR003W-A@chrXIV:634419-634518(+)
YGR194C	YGR194C@chrVII:886072-887875(-)
YAR007C	YAR007C@chrI:156753-158619(-)
YNR075C-A	YNR075C-A@chrXIV:781510-781603(-)
YDL108W	YDL108W@chrIV:267697-268699(+)
YBL003C	YBL003C@chrII:235393-235792(-)
YGL045W	YGL045W@chrVII:414101-415730(+)
YBR273C	YBR273C@chrII:748060-749371(-)
YOR144C	YOR144C@chrXV:602716-605092(-)
YJR154W	YJR154W@chrX:725783-726824(+)
YGR109W-A	YGR109W-A@chrVII:707609-708482(+)
YLR084C	YLR084C@chrXII:296588-300251(-)
YLR395C	YLR395C@chrXII:909728-909965(-)
YHL050W-A	YHL050W-A@chrVIII:810-1293(+)
YDR098C-A	YDR098C-A@chrIV:649803-651126(-)
YNL215W	YNL215W@chrXIV:244467-245430(+)
YEL068C	YEL068C@chrV:25645-25978(-)
YLR023C	YLR023C@chrXII:185497-187129(-)
YCR028C	YCR028C@chrIII:170885-172424(-)
YGL067W	YGL067W@chrVII:376100-377255(+)
YLR115W	YLR115W@chrXII:377984-380564(+)
YHR193C	YHR193C@chrVIII:487711-488236(-)
YDR320W-B	YDR320W-B@chrIV:1108483-1108621(+)
YCR017C	YCR017C@chrIII:144772-147634(-)
YER126C	YER126C@chrV:413393-414179(-)
YPR200C	YPR200C@chrXVI:939278-939671(-)
YDR338C	YDR338C@chrIV:1147378-1149466(-)
YNL318C	YNL318C@chrXIV:38706-40329(-)
YFL026W	YFL026W@chrVI:82579-83875(+)
YGL194C	YGL194C@chrVII:140367-141726(-)
YPL037C	YPL037C@chrXVI:481427-481901(-)
YLR107W	YLR107W@chrXII:364115-365330(+)
YLL049W	YLL049W@chrXII:40665-41205(+)
YOR194C	YOR194C@chrXV:711682-712543(-)
YGL218W	YGL218W@chrVII:83649-84300(+)
YKL161C	YKL161C@chrXI:149385-150687(-)
YDR115W	YDR115W@chrIV:682174-682492(+)
YHR211W	YHR211W@chrVIII:525391-528619(+)
YLR286W-A	YLR286W-A@chrXII:708561-708696(+)
YGR076C	YGR076C@chrVII:637103-637577(-)
YEL036C	YEL036C@chrV:83049-84552(-)
YIL122W	YIL122W@chrIX:130609-131665(+)
YKL057C	YKL057C@chrXI:330855-333969(-)
YOR161W-B	YOR161W-B@chrXV:637974-638235(+)
YDR429C	YDR429C@chrIV:1324476-1325301(-)
YLR095C	YLR095C@chrXII:329676-332115(-)
YPL177C	YPL177C@chrXVI:213041-213962(-)
YDR160W	YDR160W@chrIV:776162-778721(+)
YMR208W	YMR208W@chrXIII:684466-685798(+)
YOR329W-A	YOR329W-A@chrXV:939347-939557(+)
YDL247W	YDL247W@chrIV:5984-7814(+)
YKL008C	YKL008C@chrXI:427294-428551(-)
YOL013C	YOL013C@chrXV:301379-303035(-)
YAL039C	YAL039C@chrI:68715-69525(-)
YPR016W-A	YPR016W-A@chrXVI:593095-593356(+)
YNL309W	YNL309W@chrXIV:52661-53924(+)
YNL291C	YNL291C@chrXIV:84168-85815(-)
YPR008W	YPR008W@chrXVI:573017-575102(+)
YKL005C	YKL005C@chrXI:433092-434877(-)
snR70	snR70@chrXVI:718887-719050(-)
YOL163W	YOL163W@chrXV:9596-10106(+)
YNL270C	YNL270C@chrXIV:135939-137661(-)
YBL024W	YBL024W@chrII:172533-174588(+)
YKL015W	YKL015W@chrXI:408543-411483(+)
YPR196W	YPR196W@chrXVI:931375-932788(+)
YOR354C	YOR354C@chrXV:1001146-1003225(-)
YGL225W	YGL225W@chrVII:76893-77907(+)
YFR023W	YFR023W@chrVI:199873-201709(+)
YIL011W	YIL011W@chrIX:333726-334536(+)
YOR083W	YOR083W@chrXV:479532-480420(+)
YGL215W	YGL215W@chrVII:87980-89339(+)
Q0250	Q0250@chrM:73757-74513(+)
YER161C	YER161C@chrV:499346-500348(-)
YJR021C	YJR021C@chrX:468554-469579(-)
Q0045	Q0045@chrM:13817-26701(+)
YDR139C	YDR139C@chrIV:733617-733924(-)
YDL130W	YDL130W@chrIV:229905-230527(+)
YKL183W	YKL183W@chrXI:98720-99641(+)
YFR034W-A	YFR034W-A@chrVI:226021-226309(+)
YDR545C-A	YDR545C-A@chrIV:1530862-1531342(-)
YCR081C-A	YCR081C-A@chrIII:258414-258651(-)
YLR232W	YLR232W@chrXII:606829-607177(+)
YOR215C	YOR215C@chrXV:746724-747282(-)
YBL088C	YBL088C@chrII:51018-59382(-)
YCR036W	YCR036W@chrIII:193296-194298(+)
YKR013W	YKR013W@chrXI:463958-464948(+)
YJL160C	YJL160C@chrX:117961-118825(-)
YLR222C-A	YLR222C-A@chrXII:582005-582236(-)
YGL030W	YGL030W@chrVII:439090-439638(+)
YDR174W	YDR174W@chrIV:812109-812850(+)
YIR016W	YIR016W@chrIX:382627-383425(+)
RDN18-1	RDN18-1@chrXII:455933-457732(-)
YDR441C	YDR441C@chrIV:1344516-1345062(-)
YHR162W	YHR162W@chrVIII:423071-423461(+)
YGR201C	YGR201C@chrVII:902519-903197(-)
YIL177W-A	YIL177W-A@chrIX:845-1328(+)
YLR459W	YLR459W@chrXII:1057333-1058518(+)
YNL223W	YNL223W@chrXIV:227369-228854(+)
YGL222C	YGL222C@chrVII:80658-81186(-)
YPL114W	YPL114W@chrXVI:335947-336367(+)
YPR188C	YPR188C@chrXVI:911987-912479(-)
YGR016W	YGR016W@chrVII:522260-522833(+)
YMR186W	YMR186W@chrXIII:632354-634472(+)
YDR220C	YDR220C@chrIV:906999-907293(-)
YER079W	YER079W@chrV:318919-319552(+)
YBR217W	YBR217W@chrII:657831-658392(+)
YMR219W	YMR219W@chrXIII:707132-712109(+)
YOL142W	YOL142W@chrXV:55557-56280(+)
YBR261C	YBR261C@chrII:734831-735530(-)
YNL292W	YNL292W@chrXIV:82805-84017(+)
YKL052C	YKL052C@chrXI:339667-340546(-)
YOR370C	YOR370C@chrXV:1029182-1030994(-)
YBR237W	YBR237W@chrII:691968-694518(+)
YBL091C	YBL091C@chrII:47362-48628(-)
YCR094W	YCR094W@chrIII:286761-287937(+)
YMR278W	YMR278W@chrXIII:822762-824631(+)
YPL158C	YPL158C@chrXVI:252033-254310(-)
YDR135C	YDR135C@chrIV:723003-727551(-)
YPR016C	YPR016C@chrXVI:592331-593069(-)
YAR035C-A	YAR035C-A@chrI:192336-192417(-)
YAL062W	YAL062W@chrI:31566-32940(+)
YBR299W	YBR299W@chrII:805350-807105(+)
YNL282W	YNL282W@chrXIV:107686-108274(+)
YOR063W	YOR063W@chrXV:444685-445849(+)
YJL019W	YJL019W@chrX:402896-404945(+)
YAR042W	YAR042W@chrI:192618-196185(+)
YHR137W	YHR137W@chrVIII:375708-377250(+)
YOR335C	YOR335C@chrXV:946232-949109(-)
YBR011C	YBR011C@chrII:257111-257975(-)
YGL182C	YGL182C@chrVII:157272-157596(-)
YOR005C	YOR005C@chrXV:334508-337343(-)
YNL148C	YNL148C@chrXIV:349906-350671(-)
YNL144W-A	YNL144W-A@chrXIV:353060-353144(+)
YML041C	YML041C@chrXIII:194912-195755(-)
YIL107C	YIL107C@chrIX:163277-165761(-)
YBR259W	YBR259W@chrII:730386-732453(+)
YDR180W	YDR180W@chrIV:821294-825776(+)
YNR052C	YNR052C@chrXIV:719345-720647(-)
YFL041W	YFL041W@chrVI:49138-51007(+)
YDR083W	YDR083W@chrIV:612072-613251(+)
YAL067W-A	YAL067W-A@chrI:2479-2707(+)
YML074C	YML074C@chrXIII:120088-121324(-)
YDR138W	YDR138W@chrIV:730577-732836(+)
YDR365W-A	YDR365W-A@chrIV:1206996-1208319(+)
YER075C	YER075C@chrV:308412-311199(-)
YKR063C	YKR063C@chrXI:560788-562297(-)
YJL192C	YJL192C@chrX:72709-73414(-)
YGR095C	YGR095C@chrVII:675670-676342(-)
YCL058W-A	YCL058W-A@chrIII:23583-23925(+)
YPR119W	YPR119W@chrXVI:771652-773128(+)
YGL115W	YGL115W@chrVII:292032-293001(+)
YER042W	YER042W@chrV:234936-235491(+)
YLL059C	YLL059C@chrXII:22473-22980(-)
YHR164C	YHR164C@chrVIII:424609-429178(-)
YIL152W	YIL152W@chrIX:56544-57252(+)
YDR265W	YDR265W@chrIV:998863-999877(+)
YKL089W	YKL089W@chrXI:273393-275043(+)
YML132W	YML132W@chrXIII:7243-8383(+)
YNR048W	YNR048W@chrXIV:711629-712811(+)
YOR224C	YOR224C@chrXV:760824-761265(-)
YLR371W	YLR371W@chrXII:862713-866784(+)
YLR186W	YLR186W@chrXII:523631-524390(+)
YDR385W	YDR385W@chrIV:1243229-1245758(+)
YNL034W	YNL034W@chrXIV:570476-572315(+)
YPR198W	YPR198W@chrXVI:934033-935665(+)
YOR202W	YOR202W@chrXV:721945-722608(+)
YJL023C	YJL023C@chrX:397354-398398(-)
YFL003C	YFL003C@chrVI:134520-137157(-)
YMR086C-A	YMR086C-A@chrXIII:442025-442364(-)
YDR030C	YDR030C@chrIV:501752-503273(-)
YAL021C	YAL021C@chrI:110845-113359(-)
YCL001W-A	YCL001W-A@chrIII:113079-113541(+)
YLL008W	YLL008W@chrXII:131728-133987(+)
YLR136C	YLR136C@chrXII:415800-416658(-)
YPL052W	YPL052W@chrXVI:458798-459678(+)
YDL127W	YDL127W@chrIV:234926-235853(+)
YGR222W	YGR222W@chrVII:939922-940804(+)
YOR096W	YOR096W@chrXV:505793-506767(+)
YNR001C	YNR001C@chrXIV:629621-631061(-)
YAL026C-A	YAL026C-A@chrI:95385-95823(-)
YJL211C	YJL211C@chrX:36756-37200(-)
YNL186W	YNL186W@chrXIV:289497-291876(+)
YLR462W	YLR462W@chrXII:1065955-1066564(+)
YLR464W	YLR464W@chrXII:1066571-1067501(+)
YER131W	YER131W@chrV:423951-424311(+)
YDR512C	YDR512C@chrIV:1470499-1471063(-)
YMR080C	YMR080C@chrXIII:426711-429627(-)
YMR195W	YMR195W@chrXIII:654033-654417(+)
YPR115W	YPR115W@chrXVI:754876-758128(+)
YLR012C	YLR012C@chrXII:169981-170281(-)
YDR173C	YDR173C@chrIV:810564-811632(-)
YPL075W	YPL075W@chrXVI:412253-415362(+)
YNR074C	YNR074C@chrXIV:777601-778738(-)
YKL084W	YKL084W@chrXI:280508-280859(+)
YBR079C	YBR079C@chrII:395382-398277(-)
YLL035W	YLL035W@chrXII:68579-70478(+)
YJR027W	YJR027W@chrX:472759-478028(+)
YBR033W	YBR033W@chrII:301943-304703(+)
YOR124C	YOR124C@chrXV:554823-558642(-)
YLR460C	YLR460C@chrXII:1059756-1060887(-)
YGL069C	YGL069C@chrVII:375049-375514(-)
YER139C	YER139C@chrV:450562-451243(-)
YHR072W	YHR072W@chrVIII:239097-241293(+)
YKL122C	YKL122C@chrXI:212494-212998(-)
YDL210W	YDL210W@chrIV:84269-85985(+)
YGR165W	YGR165W@chrVII:829115-830153(+)
YGR242W	YGR242W@chrVII:976414-976723(+)
YOR044W	YOR044W@chrXV:413006-413480(+)
YJL099W	YJL099W@chrX:239413-241654(+)
YGR011W	YGR011W@chrVII:512496-512823(+)
YJL225W-A	YJL225W-A@chrX:828-1311(+)
YMR001C	YMR001C@chrXIII:269018-271136(-)
YOR209C	YOR209C@chrXV:736436-737726(-)
YGL049C	YGL049C@chrVII:406859-409604(-)
YKL189W	YKL189W@chrXI:84703-85903(+)
YLR300W	YLR300W@chrXII:728954-730301(+)
YPR195C	YPR195C@chrXVI:927964-928294(-)
YDR100W	YDR100W@chrIV:655012-655444(+)
YKR048C	YKR048C@chrXI:525386-526640(-)
YPR170C	YPR170C@chrXVI:882982-883318(-)
YOR069W	YOR069W@chrXV:453767-455795(+)
YNL008C	YNL008C@chrXIV:616210-618241(-)
YHR182C-A	YHR182C-A@chrVIII:470938-471412(-)
YPR191W	YPR191W@chrXVI:919380-920487(+)
YML052W	YML052W@chrXIII:170401-171310(+)
YCL038C	YCL038C@chrIII:54940-56527(-)
YDR231C	YDR231C@chrIV:926292-926910(-)
YOL060C	YOL060C@chrXV:214016-216137(-)
YIL019W	YIL019W@chrIX:315092-316133(+)
YOR003W	YOR003W@chrXV:331454-332891(+)
YBR143C	YBR143C@chrII:530868-532182(-)
YAL016C-A	YAL016C-A@chrI:124754-125069(-)
YNL294C	YNL294C@chrXIV:78658-80260(-)
YER087W	YER087W@chrV:330575-332306(+)
YLR229C	YLR229C@chrXII:604211-604787(-)
YNR073C	YNR073C@chrXIV:774791-776300(-)
YHR214W	YHR214W@chrVIII:541650-542262(+)
YAL037C-A	YAL037C-A@chrI:73425-73518(-)
YBL043W	YBL043W@chrII:136687-137461(+)
YGL079W	YGL079W@chrVII:359443-360100(+)
YML110C	YML110C@chrXIII:50030-50954(-)
YNR003C	YNR003C@chrXIV:634343-635297(-)
YDR379C-A	YDR379C-A@chrIV:1233277-1233517(-)
YMR187C	YMR187C@chrXIII:634688-635984(-)
YMR304C-A	YMR304C-A@chrXIII:878779-879130(-)
YBR069C	YBR069C@chrII:376573-378433(-)
YEL060C	YEL060C@chrV:40045-41953(-)
YLL013C	YLL013C@chrXII:122074-124714(-)
YDR423C	YDR423C@chrIV:1318045-1319275(-)
YIR021W-A	YIR021W-A@chrIX:398513-398726(+)
YMR084W	YMR084W@chrXIII:436627-437416(+)
YNL179C	YNL179C@chrXIV:300665-301103(-)
YHL048W	YHL048W@chrVIII:6400-7546(+)
YMR247W-A	YMR247W-A@chrXIII:769282-769426(+)
YCR020C	YCR020C@chrIII:154011-154659(-)
YPR010C-A	YPR010C-A@chrXVI:582372-582734(-)
YNL100W	YNL100W@chrXIV:437612-438317(+)
YOR262W	YOR262W@chrXV:817291-818335(+)
YLR148W	YLR148W@chrXII:434640-437397(+)
YPR076W	YPR076W@chrXVI:696475-696850(+)
YDR009W	YDR009W@chrIV:463433-464996(+)
YLR132C	YLR132C@chrXII:407282-408155(-)
YBR085C-A	YBR085C-A@chrII:418906-419164(-)
YML094W	YML094W@chrXIII:82274-82849(+)
YGL169W	YGL169W@chrVII:186058-187339(+)
YGR174W-A	YGR174W-A@chrVII:846654-846741(+)
YDL007C-A	YDL007C-A@chrIV:436566-436824(-)
YGL094C	YGL094C@chrVII:331117-334465(-)
YBL073W	YBL073W@chrII:87645-87957(+)
YDR375C	YDR375C@chrIV:1225165-1226536(-)
YLR128W	YLR128W@chrXII:398529-399433(+)
YML115C	YML115C@chrXIII:40186-41794(-)
YHR216W	YHR216W@chrVIII:554395-555967(+)
YNL002C	YNL002C@chrXIV:626173-627142(-)
YML047C	YML047C@chrXIII:180016-181075(-)
YOR313C	YOR313C@chrXV:901857-902874(-)
YKL105C	YKL105C@chrXI:239184-242583(-)
YJR102C	YJR102C@chrX:619156-619765(-)
YDR496C	YDR496C@chrIV:1441432-1443403(-)
YCR079W	YCR079W@chrIII:252844-254173(+)
YDR038C	YDR038C@chrIV:527421-530697(-)
YPR110C	YPR110C@chrXVI:745827-746835(-)
YMR210W	YMR210W@chrXIII:687515-688865(+)
YEL026W	YEL026W@chrV:101942-102323(+)
YBL007C	YBL007C@chrII:212631-216366(-)
YGR091W	YGR091W@chrVII:666340-667825(+)
YKR028W	YKR028W@chrXI:494256-497358(+)
YLR446W	YLR446W@chrXII:1025213-1026515(+)
YKL146W	YKL146W@chrXI:171782-173861(+)
YLL026W	YLL026W@chrXII:88622-91349(+)
YKL010C	YKL010C@chrXI:421423-425875(-)
YHR130C	YHR130C@chrVIII:364964-365300(-)
YGR046W	YGR046W@chrVII:584894-586052(+)
YLR233C	YLR233C@chrXII:607424-609524(-)
YOL080C	YOL080C@chrXV:180557-181427(-)
YLR120W-A	YLR120W-A@chrXII:388671-388773(+)
YPR074C	YPR074C@chrXVI:692795-694838(-)
YMR015C	YMR015C@chrXIII:300868-302485(-)
YAR002W	YAR002W@chrI:152256-153876(+)
YER118C	YER118C@chrV:397951-399055(-)
YJL084C	YJL084C@chrX:274861-278002(-)
YAL013W	YAL013W@chrI:129269-130487(+)
YBR025C	YBR025C@chrII:290680-291865(-)
YJR038C	YJR038C@chrX:503709-504072(-)
YDL037C	YDL037C@chrIV:384600-385587(-)
YOR076C	YOR076C@chrXV:469376-471620(-)
YKL075C	YKL075C@chrXI:292955-294308(-)
YBR298C	YBR298C@chrII:802630-804475(-)
YDR377W	YDR377W@chrIV:1228610-1228916(+)
YCL001W	YCL001W@chrIII:111915-112482(+)
YER094C	YER094C@chrV:348728-349346(-)
YGL212W	YGL212W@chrVII:91431-92382(+)
YGR227W	YGR227W@chrVII:947419-948997(+)
YHR208W	YHR208W@chrVIII:517531-518713(+)
YDR221W	YDR221W@chrIV:907329-909438(+)
YFL009W	YFL009W@chrVI:116144-118484(+)
YOR117W	YOR117W@chrXV:545028-546333(+)
YBR070C	YBR070C@chrII:379220-379934(-)
YCR007C	YCR007C@chrIII:126010-126730(-)
YOR233W	YOR233W@chrXV:775845-778248(+)
YNL336W	YNL336W@chrXIV:8329-9475(+)
YOR373W	YOR373W@chrXV:1036833-1039389(+)
YMR014W	YMR014W@chrXIII:298867-300427(+)
YKL058W	YKL058W@chrXI:330165-330534(+)
YNL046W	YNL046W@chrXIV:542303-542822(+)
YIL146C	YIL146C@chrIX:74183-75773(-)
YGL160W	YGL160W@chrVII:200560-202273(+)
YPR094W	YPR094W@chrXVI:720636-720960(+)
YMR077C	YMR077C@chrXIII:421483-422149(-)
YPL048W	YPL048W@chrXVI:464400-465648(+)
YCR066W	YCR066W@chrIII:231499-232963(+)
YML133C	YML133C@chrXIII:460-4684(-)
YFR019W	YFR019W@chrVI:184501-191338(+)
YOR268C	YOR268C@chrXV:825533-825932(-)
YPR101W	YPR101W@chrXVI:730491-731019(+)
YGL191W	YGL191W@chrVII:144807-145197(+)
YIL013C	YIL013C@chrIX:328206-332442(-)
YMR008C	YMR008C@chrXIII:280589-282584(-)
YDR073W	YDR073W@chrIV:592438-592948(+)
YLR262C-A	YLR262C-A@chrXII:669467-669662(-)
YDR386W	YDR386W@chrIV:1246083-1247982(+)
YJL201W	YJL201W@chrX:54378-56178(+)
YDR264C	YDR264C@chrIV:996028-998323(-)
YER072W	YER072W@chrV:302805-303195(+)
YMR316C-A	YMR316C-A@chrXIII:905661-905973(-)
YPR121W	YPR121W@chrXVI:778582-780301(+)
YBR035C	YBR035C@chrII:306268-306955(-)
YKR075W-A	YKR075W-A@chrXI:580211-580481(+)
YKL144C	YKL144C@chrXI:175842-176481(-)
YDL062W	YDL062W@chrIV:339856-340282(+)
YIR041W	YIR041W@chrIX:433928-434303(+)
YLR362W	YLR362W@chrXII:849865-852019(+)
YOL161C	YOL161C@chrXV:11548-11911(-)
RUF21	RUF21@chrVI:57815-58521(-)
YGR104C	YGR104C@chrVII:697444-698368(-)
YDR025W	YDR025W@chrIV:491514-492324(+)
YER125W	YER125W@chrV:410188-412618(+)
YDR116C	YDR116C@chrIV:682723-683581(-)
YML058W	YML058W@chrXIII:159382-159697(+)
YPR001W	YPR001W@chrXVI:556376-557837(+)
YDL082W	YDL082W@chrIV:308423-309388(+)
YDR079W	YDR079W@chrIV:603063-603399(+)
YJL057C	YJL057C@chrX:328117-330121(-)
YKL136W	YKL136W@chrXI:186415-186814(+)
YCR005C	YCR005C@chrIII:120945-122328(-)
YDR296W	YDR296W@chrIV:1055211-1055892(+)
YMR012W	YMR012W@chrXIII:291133-294967(+)
YOL133W	YOL133W@chrXV:70324-70690(+)
YOR079C	YOR079C@chrXV:473474-474416(-)
YGR139W	YGR139W@chrVII:765725-766064(+)
YGR296C-A	YGR296C-A@chrVII:1088869-1089445(-)
YMR252C	YMR252C@chrXIII:775314-775719(-)
YDR053W	YDR053W@chrIV:560248-560644(+)
YGR195W	YGR195W@chrVII:888881-889622(+)
YNL264C	YNL264C@chrXIV:145562-146615(-)
YGR203W	YGR203W@chrVII:905236-905683(+)
YGL213C	YGL213C@chrVII:90053-91247(-)
YBR044C	YBR044C@chrII:324340-326059(-)
YNL196C	YNL196C@chrXIV:270274-271171(-)
YLL047W	YLL047W@chrXII:46671-47055(+)
YCL027W	YCL027W@chrIII:71802-73341(+)
YCR015C	YCR015C@chrIII:141216-142170(-)
YFR016C	YFR016C@chrVI:177041-180743(-)
YLR400W	YLR400W@chrXII:922062-922536(+)
YBR072C-A	YBR072C-A@chrII:382859-383021(-)
YOR366W	YOR366W@chrXV:1025255-1025609(+)
YGL156W	YGL156W@chrVII:210415-213667(+)
YPL035C	YPL035C@chrXVI:486563-486911(-)
YJL082W	YJL082W@chrX:281184-283380(+)
YER019W	YER019W@chrV:192796-194230(+)
YBL065W	YBL065W@chrII:99962-100307(+)
YPR166C	YPR166C@chrXVI:876281-876629(-)
YPL224C	YPL224C@chrXVI:126633-128088(-)
YLR196W	YLR196W@chrXII:543967-545698(+)
YLR040C	YLR040C@chrXII:228907-229582(-)
YAL016C-B	YAL016C-B@chrI:124306-124492(-)
YMR114C	YMR114C@chrXIII:496342-497449(-)
YDR012W	YDR012W@chrIV:471852-472941(+)
YLR271W	YLR271W@chrXII:682736-683561(+)
YPL117C	YPL117C@chrXVI:327863-328730(-)
snR32	snR32@chrVIII:381540-381727(+)
YLR030W	YLR030W@chrXII:203289-204081(+)
YJL048C	YJL048C@chrX:347446-348637(-)
YCL033C	YCL033C@chrIII:62775-63282(-)
YLR180W	YLR180W@chrXII:515261-516410(+)
YDR186C	YDR186C@chrIV:832858-835492(-)
YBR036C	YBR036C@chrII:309080-310313(-)
YER065C	YER065C@chrV:285240-286914(-)
YIR038C	YIR038C@chrIX:423808-424513(-)
YDR001C	YDR001C@chrIV:450219-452475(-)
YDR519W	YDR519W@chrIV:1480424-1480832(+)
YIR024C	YIR024C@chrIX:402840-403491(-)
YGR068W-A	YGR068W-A@chrVII:626293-626389(+)
YGL005C	YGL005C@chrVII:489707-490547(-)
YOL156W	YOL156W@chrXV:25272-26976(+)
YNL185C	YNL185C@chrXIV:292192-292669(-)
YML099C	YML099C@chrXIII:74397-77040(-)
YOL134C	YOL134C@chrXV:70155-70545(-)
YMR277W	YMR277W@chrXIII:820255-822454(+)
YDR041W	YDR041W@chrIV:539802-540414(+)
YOL038W	YOL038W@chrXV:255336-256101(+)
YLR138W	YLR138W@chrXII:418436-421394(+)
YJR086W	YJR086W@chrX:586067-586400(+)
YDL016C	YDL016C@chrIV:425569-425872(-)
YLR117C	YLR117C@chrXII:382470-384534(-)
YMR068W	YMR068W@chrXIII:406303-407584(+)
YAR010C	YAR010C@chrI:164543-165866(-)
YPR152C	YPR152C@chrXVI:832060-833458(-)
YDL131W	YDL131W@chrIV:227392-228715(+)
YGL256W	YGL256W@chrVII:15158-16307(+)
YER165C-A	YER165C-A@chrV:512626-512983(-)
YER086W	YER086W@chrV:328476-330207(+)
YBR160W	YBR160W@chrII:560077-560974(+)
YKR078W	YKR078W@chrXI:584951-586709(+)
YLR133W	YLR133W@chrXII:408444-410193(+)
YLR308W	YLR308W@chrXII:747936-748875(+)
YDR439W	YDR439W@chrIV:1339675-1340719(+)
YNR067C	YNR067C@chrXIV:755745-759099(-)
YHR022C-A	YHR022C-A@chrVIII:151216-151306(-)
YDR078C	YDR078C@chrIV:602197-602869(-)
YLR443W	YLR443W@chrXII:1022624-1023971(+)
YBL087C	YBL087C@chrII:59821-60739(-)
snR7-S	snR7-S@chrVII:939494-939672(-)
YDL170W	YDL170W@chrIV:156317-157904(+)
YGR181W	YGR181W@chrVII:858286-858604(+)
YOR049C	YOR049C@chrXV:422667-423732(-)
YLR280C	YLR280C@chrXII:704482-704833(-)
YNR024W	YNR024W@chrXIV:672408-672969(+)
YBR256C	YBR256C@chrII:727385-728102(-)
YKR079C	YKR079C@chrXI:586788-589305(-)
YHR073W	YHR073W@chrVIII:242581-245572(+)
YLR253W	YLR253W@chrXII:642626-644336(+)
YHL029C	YHL029C@chrVIII:45928-47968(-)
YMR268C	YMR268C@chrXIII:802887-804222(-)
YHR059W	YHR059W@chrVIII:220107-220500(+)
YIL078W	YIL078W@chrIX:212498-214703(+)
YMR224C	YMR224C@chrXIII:718574-720653(-)
YJL114W	YJL114W@chrX:197914-198595(+)
YHL027W	YHL027W@chrVIII:51110-52988(+)
YNL086W	YNL086W@chrXIV:466333-466642(+)
YEL071W	YEL071W@chrV:16354-17845(+)
YPL167C	YPL167C@chrXVI:232592-237107(-)
YDR305C	YDR305C@chrIV:1072745-1073488(-)
YLR035C-A	YLR035C-A@chrXII:215439-218907(-)
YJR121W	YJR121W@chrX:647606-649142(+)
YBL039C	YBL039C@chrII:143988-145728(-)
YJL164C	YJL164C@chrX:109965-111159(-)
YGR177C	YGR177C@chrVII:848828-850436(-)
YKL112W	YKL112W@chrXI:226569-228765(+)
YLR359W	YLR359W@chrXII:844281-845730(+)
YOR183W	YOR183W@chrXV:678871-679261(+)
YOR134W	YOR134W@chrXV:578563-579793(+)
YOR376W-A	YOR376W-A@chrXV:1045195-1045351(+)
YDR088C	YDR088C@chrIV:618496-619645(-)
YKR061W	YKR061W@chrXI:557676-558954(+)
YLR397C	YLR397C@chrXII:912549-914892(-)
YPR051W	YPR051W@chrXVI:664959-665490(+)
YLR140W	YLR140W@chrXII:423473-423800(+)
YLR092W	YLR092W@chrXII:323543-326225(+)
YDR262W	YDR262W@chrIV:993133-993952(+)
Q0110	Q0110@chrM:36539-38579(+)
YKL044W	YKL044W@chrXI:356321-356642(+)
YNL230C	YNL230C@chrXIV:217522-218662(-)
YOR338W	YOR338W@chrXV:956897-957989(+)
YIL124W	YIL124W@chrIX:126203-127097(+)
YER164W	YER164W@chrV:505391-509798(+)
YDL246C	YDL246C@chrIV:8682-9756(-)
