YIL046W-A	YIL046W-A@chrIX:268116(+)
YDR255C	YDR255C@chrIV:967867(-)
YBR085C-A	YBR085C-A@chrII:419193(-)
YLL023C	YLL023C@chrXII:98889(-)
YOR360C	YOR360C@chrXV:1015053(-)
YDR374W-A	YDR374W-A@chrIV:1224736(+)
YGL019W	YGL019W@chrVII:458080(+)
YOR346W	YOR346W@chrXV:981665(+)
YDR087C	YDR087C@chrIV:618343(-)
YKL033W	YKL033W@chrXI:375427(+)
YIL039W	YIL039W@chrIX:278397(+)
YPL190C	YPL190C@chrXVI:187819(-)
YJR118C	YJR118C@chrX:644139(-)
YCR028C-A	YCR028C-A@chrIII:173501(-)
YOR274W	YOR274W@chrXV:837674(+)
YFL026W	YFL026W@chrVI:82059(+)
YAL041W	YAL041W@chrI:62776(+)
YKR012C	YKR012C@chrXI:465026(-)
YMR007W	YMR007W@chrXIII:279948(+)
YLR173W	YLR173W@chrXII:502355(+)
YKL113C	YKL113C@chrXI:225901(-)
YDL206W	YDL206W@chrIV:90027(+)
YHR102W	YHR102W@chrVIII:316388(+)
YKL110C	YKL110C@chrXI:229902(-)
YPL010W	YPL010W@chrXVI:534953(+)
YHR071C-A	YHR071C-A@chrVIII:239277(-)
YIL123W	YIL123W@chrIX:127440(+)
YDR050C	YDR050C@chrIV:556502(-)
YCL044C	YCL044C@chrIII:48441(-)
YPR020W	YPR020W@chrXVI:599821(+)
YMR131C	YMR131C@chrXIII:534743(-)
YBL093C	YBL093C@chrII:44998(-)
YOR038C	YOR038C@chrXV:405439(-)
YPL065W	YPL065W@chrXVI:427927(+)
YDR476C	YDR476C@chrIV:1411145(-)
YIL162W	YIL162W@chrIX:37346(+)
YPR118W	YPR118W@chrXVI:767723(+)
YHR008C	YHR008C@chrVIII:123624(-)
YPL173W	YPL173W@chrXVI:223077(+)
YBR238C	YBR238C@chrII:697386(-)
YLR131C	YLR131C@chrXII:406977(-)
YER130C	YER130C@chrV:422513(-)
YMR220W	YMR220W@chrXIII:712298(+)
YNL071W	YNL071W@chrXIV:491492(+)
YIL083C	YIL083C@chrIX:204758(-)
YLR045C	YLR045C@chrXII:237761(-)
YNL107W	YNL107W@chrXIV:420058(+)
YBR022W	YBR022W@chrII:283676(+)
YOL020W	YOL020W@chrXV:286106(+)
YNL083W	YNL083W@chrXIV:471347(+)
YFL013C	YFL013C@chrVI:109963(-)
YBR244W	YBR244W@chrII:707449(+)
YKL001C	YKL001C@chrXI:439429(-)
YOR106W	YOR106W@chrXV:519054(+)
YKL059C	YKL059C@chrXI:329513(-)
YDL202W	YDL202W@chrIV:98422(+)
YDL187C	YDL187C@chrIV:126465(-)
YDL145C	YDL145C@chrIV:198431(-)
YNL132W	YNL132W@chrXIV:375230(+)
YPL145C	YPL145C@chrXVI:279979(-)
YER145C	YER145C@chrV:461761(-)
YDR395W	YDR395W@chrIV:1263208(+)
YKR090W	YKR090W@chrXI:608773(+)
YJR152W	YJR152W@chrX:719421(+)
YCR076C	YCR076C@chrIII:250062(-)
YJR083C	YJR083C@chrX:583556(-)
YGR282C	YGR282C@chrVII:1058752(-)
YNL095C	YNL095C@chrXIV:447006(-)
YPL084W	YPL084W@chrXVI:393981(+)
YPL075W	YPL075W@chrXVI:412176(+)
YOR301W	YOR301W@chrXV:880947(+)
YPL061W	YPL061W@chrXVI:432544(+)
YPL263C	YPL263C@chrXVI:46528(-)
YLR355C	YLR355C@chrXII:839332(-)
YLR301W	YLR301W@chrXII:730795(+)
YOL115W	YOL115W@chrXV:101409(+)
YDR034C	YDR034C@chrIV:512248(-)
YKL174C	YKL174C@chrXI:122322(-)
YGL193C	YGL193C@chrVII:142684(-)
YBR006W	YBR006W@chrII:246884(+)
YHR104W	YHR104W@chrVIII:323310(+)
YDR025W	YDR025W@chrIV:491509(+)
YPR071W	YPR071W@chrXVI:688145(+)
YMR192W	YMR192W@chrXIII:647029(+)
YGR216C	YGR216C@chrVII:924509(-)
YEL057C	YEL057C@chrV:45798(-)
YJL128C	YJL128C@chrX:180324(-)
YCR097W	YCR097W@chrIII:293823(+)
YDR461C-A	YDR461C-A@chrIV:1385788(-)
YNR009W	YNR009W@chrXIV:642606(+)
YLR084C	YLR084C@chrXII:300302(-)
YEL066W	YEL066W@chrV:26642(+)
YHR168W	YHR168W@chrVIII:440343(+)
YOR380W	YOR380W@chrXV:1051082(+)
YLR406C	YLR406C@chrXII:931781(-)
YMR109W	YMR109W@chrXIII:486546(+)
YJR068W	YJR068W@chrX:567573(+)
YDR017C	YDR017C@chrIV:482281(-)
YDL184C	YDL184C@chrIV:130506(-)
YGR248W	YGR248W@chrVII:985954(+)
YLR353W	YLR353W@chrXII:833871(+)
YML026C	YML026C@chrXIII:223850(-)
YKR035W-A	YKR035W-A@chrXI:507922(+)
YDR427W	YDR427W@chrIV:1322175(+)
YNL152W	YNL152W@chrXIV:346292(+)
YMR225C	YMR225C@chrXIII:721424(-)
YHR144C	YHR144C@chrVIII:388758(-)
YER140W	YER140W@chrV:451521(+)
YDR398W	YDR398W@chrIV:1267436(+)
YFL050C	YFL050C@chrVI:36627(-)
YKL046C	YKL046C@chrXI:352863(-)
YNL220W	YNL220W@chrXIV:234322(+)
YDR439W	YDR439W@chrIV:1339443(+)
YPR182W	YPR182W@chrXVI:900132(+)
YNL144C	YNL144C@chrXIV:355157(-)
YBR049C	YBR049C@chrII:336967(-)
YPL060W	YPL060W@chrXVI:434284(+)
YBL081W	YBL081W@chrII:71552(+)
YDR320C-A	YDR320C-A@chrIV:1108521(-)
YLR451W	YLR451W@chrXII:1036001(+)
YGL079W	YGL079W@chrVII:359411(+)
YGR116W	YGR116W@chrVII:720358(+)
YAL044W-A	YAL044W-A@chrI:57517(+)
YPR022C	YPR022C@chrXVI:607349(-)
YJR047C	YJR047C@chrX:525428(-)
YLR456W	YLR456W@chrXII:1055058(+)
YDR492W	YDR492W@chrIV:1434770(+)
YDL236W	YDL236W@chrIV:32281(+)
YOL022C	YOL022C@chrXV:281528(-)
YBR031W	YBR031W@chrII:300150(+)
YMR295C	YMR295C@chrXIII:858945(-)
YMR093W	YMR093W@chrXIII:453965(+)
YHL002W	YHL002W@chrVIII:102565(+)
YML109W	YML109W@chrXIII:51587(+)
YOR281C	YOR281C@chrXV:847145(-)
YHR017W	YHR017W@chrVIII:138686(+)
YAL003W	YAL003W@chrI:142153(+)
YBR278W	YBR278W@chrII:760269(+)
YER020W	YER020W@chrV:195105(+)
YNL064C	YNL064C@chrXIV:507290(-)
YLR147C	YLR147C@chrXII:434494(-)
YKR049C	YKR049C@chrXI:527248(-)
YAL064W-B	YAL064W-B@chrI:11313(+)
YLR285W	YLR285W@chrXII:707354(+)
YPL081W	YPL081W@chrXVI:404918(+)
YKL112W	YKL112W@chrXI:226403(+)
YPL252C	YPL252C@chrXVI:73925(-)
YKL086W	YKL086W@chrXI:278263(+)
YCR095C	YCR095C@chrIII:289296(-)
YER029C	YER029C@chrV:213243(-)
YGR240C	YGR240C@chrVII:973967(-)
YJL085W	YJL085W@chrX:272769(+)
YNL115C	YNL115C@chrXIV:412074(-)
YPL272C	YPL272C@chrXVI:29020(-)
YBL023C	YBL023C@chrII:177579(-)
YGR093W	YGR093W@chrVII:670338(+)
YBL031W	YBL031W@chrII:161669(+)
YJR109C	YJR109C@chrX:633004(-)
YLR361C	YLR361C@chrXII:849145(-)
YLR389C	YLR389C@chrXII:902688(-)
YOL085W-A	YOL085W-A@chrXV:160956(+)
YNL080C	YNL080C@chrXIV:478204(-)
YHR047C	YHR047C@chrVIII:201338(-)
YPR075C	YPR075C@chrXVI:696878(-)
YJL172W	YJL172W@chrX:97698(+)
YDR397C	YDR397C@chrIV:1266975(-)
YNL113W	YNL113W@chrXIV:412723(+)
YDR423C	YDR423C@chrIV:1319290(-)
YKL063C	YKL063C@chrXI:321684(-)
YOR275C	YOR275C@chrXV:841077(-)
YHL036W	YHL036W@chrVIII:26211(+)
YFR002W	YFR002W@chrVI:150001(+)
YKL210W	YKL210W@chrXI:39114(+)
YGR049W	YGR049W@chrVII:591265(+)
YDR182W	YDR182W@chrIV:827529(+)
YPR093C	YPR093C@chrXVI:720488(-)
YOR245C	YOR245C@chrXV:795363(-)
YML108W	YML108W@chrXIII:54733(+)
YJR008W	YJR008W@chrX:452319(+)
YER022W	YER022W@chrV:198791(+)
YLR120W-A	YLR120W-A@chrXII:388580(+)
YNL238W	YNL238W@chrXIV:202146(+)
YBR042C	YBR042C@chrII:321654(-)
YDR246W	YDR246W@chrIV:954253(+)
YJR100C	YJR100C@chrX:617380(-)
YIR042C	YIR042C@chrIX:436073(-)
YJL029C	YJL029C@chrX:390914(-)
YKL175W	YKL175W@chrXI:118747(+)
YPL209C	YPL209C@chrXVI:157671(-)
YOR265W	YOR265W@chrXV:820420(+)
YNL009W	YNL009W@chrXIV:614787(+)
YML125C	YML125C@chrXIII:21722(-)
YMR139W	YMR139W@chrXIII:545933(+)
YNL183C	YNL183C@chrXIV:295713(-)
YNL117W	YNL117W@chrXIV:406352(+)
YKR048C	YKR048C@chrXI:526659(-)
YML050W	YML050W@chrXIII:173129(+)
YMR238W	YMR238W@chrXIII:746219(+)
YJR058C	YJR058C@chrX:545203(-)
YKR084C	YKR084C@chrXI:598925(-)
YKR044W	YKR044W@chrXI:521861(+)
YER104W	YER104W@chrV:366784(+)
YDL108W	YDL108W@chrIV:267666(+)
YIL057C	YIL057C@chrIX:248467(-)
YBR199W	YBR199W@chrII:618810(+)
YDR510W	YDR510W@chrIV:1469315(+)
YOR101W	YOR101W@chrXV:515170(+)
YGR038W	YGR038W@chrVII:560544(+)
YHR109W	YHR109W@chrVIII:330295(+)
YHR077C	YHR077C@chrVIII:255812(-)
YOR288C	YOR288C@chrXV:853110(-)
YEL046C	YEL046C@chrV:68815(-)
YGR260W	YGR260W@chrVII:1012287(+)
YPR109W	YPR109W@chrXVI:744479(+)
YJL100W	YJL100W@chrX:237198(+)
YGL210W	YGL210W@chrVII:93772(+)
YBR106W	YBR106W@chrII:452625(+)
YHR143W-A	YHR143W-A@chrVIII:387203(+)
YDR158W	YDR158W@chrIV:770349(+)
YHL013C	YHL013C@chrVIII:78388(-)
YKL044W	YKL044W@chrXI:356279(+)
YBL030C	YBL030C@chrII:164118(-)
YJR050W	YJR050W@chrX:528674(+)
YHR169W	YHR169W@chrVIII:442132(+)
YJR043C	YJR043C@chrX:517581(-)
YPL003W	YPL003W@chrXVI:552008(+)
YGL233W	YGL233W@chrVII:59076(+)
YJL209W	YJL209W@chrX:37945(+)
YNL168C	YNL168C@chrXIV:318843(-)
YNL177C	YNL177C@chrXIV:304664(-)
YBR084W	YBR084W@chrII:411040(+)
YOL057W	YOL057W@chrXV:220740(+)
YJL090C	YJL090C@chrX:265132(-)
YOR061W	YOR061W@chrXV:441410(+)
YGR249W	YGR249W@chrVII:987993(+)
YGR206W	YGR206W@chrVII:910408(+)
YDR518W	YDR518W@chrIV:1478583(+)
YPL046C	YPL046C@chrXVI:466951(-)
YHL006C	YHL006C@chrVIII:98817(-)
YPL257W	YPL257W@chrXVI:63202(+)
YHR148W	YHR148W@chrVIII:393511(+)
YDR245W	YDR245W@chrIV:952716(+)
YBR062C	YBR062C@chrII:366610(-)
YJR112W	YJR112W@chrX:636992(+)
YNL189W	YNL189W@chrXIV:284068(+)
YBR230C	YBR230C@chrII:680076(-)
YDR105C	YDR105C@chrIV:666821(-)
YPR112C	YPR112C@chrXVI:751971(-)
YJR104C	YJR104C@chrX:623057(-)
YOR174W	YOR174W@chrXV:658645(+)
YMR178W	YMR178W@chrXIII:618432(+)
YPR057W	YPR057W@chrXVI:672466(+)
YMR294W	YMR294W@chrXIII:856939(+)
YIL095W	YIL095W@chrIX:183768(+)
YFR018C	YFR018C@chrVI:184283(-)
YDL097C	YDL097C@chrIV:286740(-)
YLR129W	YLR129W@chrXII:399601(+)
YLR241W	YLR241W@chrXII:620418(+)
YJL163C	YJL163C@chrX:113367(-)
YDR361C	YDR361C@chrIV:1196297(-)
YOL039W	YOL039W@chrXV:254269(+)
YHR156C	YHR156C@chrVIII:412447(-)
YGL148W	YGL148W@chrVII:226364(+)
YAL051W	YAL051W@chrI:48539(+)
YER113C	YER113C@chrV:390185(-)
YOR074C	YOR074C@chrXV:467621(-)
YDR486C	YDR486C@chrIV:1428129(-)
YBR214W	YBR214W@chrII:651336(+)
YAL037W	YAL037W@chrI:73453(+)
YNR035C	YNR035C@chrXIV:694055(-)
YGL087C	YGL087C@chrVII:346947(-)
YPL077C	YPL077C@chrXVI:410118(-)
YOR027W	YOR027W@chrXV:381030(+)
YKL006W	YKL006W@chrXI:431887(+)
YOR228C	YOR228C@chrXV:767989(-)
YJR019C	YJR019C@chrX:468295(-)
YNR027W	YNR027W@chrXIV:674854(+)
YDR530C	YDR530C@chrIV:1497772(-)
YMR244C-A	YMR244C-A@chrXIII:758898(-)
YLR441C	YLR441C@chrXII:1018936(-)
YNL213C	YNL213C@chrXIV:247192(-)
YPL245W	YPL245W@chrXVI:85556(+)
YGR119C	YGR119C@chrVII:729760(-)
YDR376W	YDR376W@chrIV:1226759(+)
YDL085W	YDL085W@chrIV:303122(+)
YDL046W	YDL046W@chrIV:371200(+)
YKL139W	YKL139W@chrXI:182781(+)
YDR301W	YDR301W@chrIV:1063282(+)
YJL011C	YJL011C@chrX:414798(-)
YBR095C	YBR095C@chrII:435722(-)
YLR210W	YLR210W@chrXII:561943(+)
YER116C	YER116C@chrV:396272(-)
YBR282W	YBR282W@chrII:768202(+)
YHR121W	YHR121W@chrVIII:352676(+)
YEL003W	YEL003W@chrV:148167(+)
YHL017W	YHL017W@chrVIII:70254(+)
YEL027W	YEL027W@chrV:100706(+)
YDL043C	YDL043C@chrIV:376518(-)
YCL056C	YCL056C@chrIII:27393(-)
YEL038W	YEL038W@chrV:80443(+)
YDR130C	YDR130C@chrIV:716650(-)
YDR447C	YDR447C@chrIV:1355581(-)
YPL187W	YPL187W@chrXVI:193598(+)
YEL011W	YEL011W@chrV:133089(+)
YNR028W	YNR028W@chrXIV:676110(+)
YPR023C	YPR023C@chrXVI:610071(-)
YLR028C	YLR028C@chrXII:201468(-)
YGR107W	YGR107W@chrVII:702461(+)
YGR054W	YGR054W@chrVII:596522(+)
YER175W-A	YER175W-A@chrV:539494(+)
YOR342C	YOR342C@chrXV:967738(-)
YBR015C	YBR015C@chrII:269631(-)
YPL135C-A	YPL135C-A@chrXVI:298108(-)
YBR023C	YBR023C@chrII:288059(-)
YOR295W	YOR295W@chrXV:869131(+)
YDR071C	YDR071C@chrIV:589465(-)
YMR268C	YMR268C@chrXIII:804264(-)
YKL140W	YKL140W@chrXI:180505(+)
YJR059W	YJR059W@chrX:545726(+)
YHL016C	YHL016C@chrVIII:74549(-)
YNL130C	YNL130C@chrXIV:380873(-)
YGR163W	YGR163W@chrVII:827495(+)
YBR068C	YBR068C@chrII:375729(-)
YJR062C	YJR062C@chrX:554866(-)
YNL216W	YNL216W@chrXIV:241606(+)
YBL042C	YBL042C@chrII:140316(-)
YPR037C	YPR037C@chrXVI:647085(-)
YGL202W	YGL202W@chrVII:115936(+)
YBL060W	YBL060W@chrII:107914(+)
YGR287C	YGR287C@chrVII:1069126(-)
YJL112W	YJL112W@chrX:205280(+)
YNL103W	YNL103W@chrXIV:427579(+)
YGL049C	YGL049C@chrVII:409778(-)
YPR058W	YPR058W@chrXVI:673738(+)
YCR066W	YCR066W@chrIII:231450(+)
YIR024C	YIR024C@chrIX:403532(-)
YEL020W-A	YEL020W-A@chrV:117160(+)
YAL030W	YAL030W@chrI:87264(+)
YKR095W-A	YKR095W-A@chrXI:625850(+)
YJL166W	YJL166W@chrX:106368(+)
YGR154C	YGR154C@chrVII:798142(-)
YGL061C	YGL061C@chrVII:389784(-)
YBR085W	YBR085W@chrII:415908(+)
YPL203W	YPL203W@chrXVI:166094(+)
YLR090W	YLR090W@chrXII:320679(+)
YAR035W	YAR035W@chrI:190149(+)
YKR036C	YKR036C@chrXI:510663(-)
YNR033W	YNR033W@chrXIV:687629(+)
YLR287C	YLR287C@chrXII:712125(-)
YFR007W	YFR007W@chrVI:159279(+)
YLR009W	YLR009W@chrXII:166397(+)
YLR069C	YLR069C@chrXII:273934(-)
YIL017C	YIL017C@chrIX:321035(-)
YMR179W	YMR179W@chrXIII:619784(+)
YLR381W	YLR381W@chrXII:879672(+)
YGR285C	YGR285C@chrVII:1063166(-)
YGL076C	YGL076C@chrVII:366018(-)
YPL118W	YPL118W@chrXVI:326542(+)
YGL083W	YGL083W@chrVII:352990(+)
YNL096C	YNL096C@chrXIV:444359(-)
YML057W	YML057W@chrXIII:160092(+)
YGR007W	YGR007W@chrVII:506948(+)
YMR184W	YMR184W@chrXIII:628141(+)
YHR090C	YHR090C@chrVIII:284661(-)
YNL247W	YNL247W@chrXIV:182871(+)
YDR195W	YDR195W@chrIV:848360(+)
YMR125W	YMR125W@chrXIII:517464(+)
YLL035W	YLL035W@chrXII:68478(+)
YJL180C	YJL180C@chrX:88576(-)
YDL076C	YDL076C@chrIV:321699(-)
YBR155W	YBR155W@chrII:549751(+)
YGR121C	YGR121C@chrVII:732986(-)
YPL237W	YPL237W@chrXVI:100453(+)
YGR250C	YGR250C@chrVII:993763(-)
YDR132C	YDR132C@chrIV:720422(-)
YCR052W	YCR052W@chrIII:214961(+)
YBR223C	YBR223C@chrII:670320(-)
YBR146W	YBR146W@chrII:535188(+)
YOR355W	YOR355W@chrXV:1004632(+)
YNL145W	YNL145W@chrXIV:352373(+)
YMR029C	YMR029C@chrXIII:330270(-)
YOR089C	YOR089C@chrXV:490890(-)
YHR097C	YHR097C@chrVIII:298732(-)
YNL067W	YNL067W@chrXIV:499648(+)
YJL071W	YJL071W@chrX:306087(+)
YKL214C	YKL214C@chrXI:31757(-)
YNR007C	YNR007C@chrXIV:640140(-)
YPL027W	YPL027W@chrXVI:499594(+)
YOR292C	YOR292C@chrXV:866626(-)
YBR178W	YBR178W@chrII:586031(+)
YBR143C	YBR143C@chrII:532210(-)
YDR057W	YDR057W@chrIV:565890(+)
YCR063W	YCR063W@chrIII:228296(+)
YDR202C	YDR202C@chrIV:857984(-)
YBR057C	YBR057C@chrII:353383(-)
YPL122C	YPL122C@chrXVI:320793(-)
YEL043W	YEL043W@chrV:70441(+)
YDR226W	YDR226W@chrIV:916437(+)
YNL061W	YNL061W@chrXIV:510522(+)
YGR074W	YGR074W@chrVII:635700(+)
YKR085C	YKR085C@chrXI:599700(-)
YNL142W	YNL142W@chrXIV:357173(+)
YLR078C	YLR078C@chrXII:286612(-)
YNL109W	YNL109W@chrXIV:418869(+)
YCR094W	YCR094W@chrIII:286699(+)
YOL128C	YOL128C@chrXV:79480(-)
YLR367W	YLR367W@chrXII:855855(+)
YBL066C	YBL066C@chrII:100154(-)
YER156C	YER156C@chrV:484357(-)
YLR020C	YLR020C@chrXII:183444(-)
YGL056C	YGL056C@chrVII:397716(-)
YBR280C	YBR280C@chrII:764720(-)
YJR105W	YJR105W@chrX:623549(+)
YOL126C	YOL126C@chrXV:82996(-)
YBR193C	YBR193C@chrII:609794(-)
YOL122C	YOL122C@chrXV:91459(-)
YJR089W	YJR089W@chrX:587582(+)
YPL183W-A	YPL183W-A@chrXVI:199019(+)
YGL030W	YGL030W@chrVII:439033(+)
YOR258W	YOR258W@chrXV:811663(+)
YNL182C	YNL182C@chrXIV:297687(-)
YLR418C	YLR418C@chrXII:958155(-)
YNL073W	YNL073W@chrXIV:488369(+)
YFR006W	YFR006W@chrVI:156120(+)
YLR097C	YLR097C@chrXII:337346(-)
YPR169W	YPR169W@chrXVI:878656(+)
YLR075W	YLR075W@chrXII:282906(+)
YAR007C	YAR007C@chrI:158682(-)
YDL115C	YDL115C@chrIV:255168(-)
YMR155W	YMR155W@chrXIII:568529(+)
YBL095W	YBL095W@chrII:43261(+)
YNL094W	YNL094W@chrXIV:447336(+)
YOR224C	YOR224C@chrXV:761301(-)
YER109C	YER109C@chrV:377805(-)
YMR177W	YMR177W@chrXIII:616429(+)
YDR210W	YDR210W@chrIV:871066(+)
YMR041C	YMR041C@chrXIII:351991(-)
YNR022C	YNR022C@chrXIV:670226(-)
YIL011W	YIL011W@chrIX:333695(+)
YDR161W	YDR161W@chrIV:779002(+)
YOR262W	YOR262W@chrXV:817229(+)
YDR051C	YDR051C@chrIV:558106(-)
YDL041W	YDL041W@chrIV:378068(+)
YER075C	YER075C@chrV:311361(-)
YNL192W	YNL192W@chrXIV:276354(+)
YPL160W	YPL160W@chrXVI:246927(+)
YKR029C	YKR029C@chrXI:499838(-)
YDR185C	YDR185C@chrIV:832576(-)
YOL017W	YOL017W@chrXV:292502(+)
YKR069W	YKR069W@chrXI:571450(+)
YBR004C	YBR004C@chrII:245683(-)
YBR120C	YBR120C@chrII:480993(-)
YJL132W	YJL132W@chrX:161892(+)
YMR189W	YMR189W@chrXIII:637394(+)
YNL261W	YNL261W@chrXIV:155029(+)
YMR146C	YMR146C@chrXIII:558562(-)
YDR442W	YDR442W@chrIV:1345633(+)
YAL056W	YAL056W@chrI:39208(+)
YJR006W	YJR006W@chrX:449194(+)
YMR182W-A	YMR182W-A@chrXIII:625587(+)
YDR215C	YDR215C@chrIV:894623(-)
YBR061C	YBR061C@chrII:365726(-)
YLR067C	YLR067C@chrXII:270800(-)
YER149C	YER149C@chrV:467521(-)
YLR081W	YLR081W@chrXII:290160(+)
YBR172C	YBR172C@chrII:581483(-)
YOR324C	YOR324C@chrXV:925187(-)
YLR150W	YLR150W@chrXII:440441(+)
YGL142C	YGL142C@chrVII:238174(-)
YMR028W	YMR028W@chrXIII:327462(+)
YPR156C	YPR156C@chrXVI:840071(-)
YGL060W	YGL060W@chrVII:389935(+)
YLR412C-A	YLR412C-A@chrXII:950781(-)
YGL250W	YGL250W@chrVII:31906(+)
YIL101C	YIL101C@chrIX:177287(-)
YPL225W	YPL225W@chrXVI:125984(+)
YJL190C	YJL190C@chrX:75318(-)
YBR079C	YBR079C@chrII:398302(-)
YAR033W	YAR033W@chrI:188047(+)
YOR375C	YOR375C@chrXV:1043110(-)
YKL222C	YKL222C@chrXI:5738(-)
YOR119C	YOR119C@chrXV:550505(-)
YNL309W	YNL309W@chrXIV:52597(+)
YBL038W	YBL038W@chrII:146124(+)
YJR072C	YJR072C@chrX:572155(-)
YCR015C	YCR015C@chrIII:142190(-)
YKL035W	YKL035W@chrXI:369820(+)
YGR200C	YGR200C@chrVII:902329(-)
YPL032C	YPL032C@chrXVI:491562(-)
YFR030W	YFR030W@chrVI:213258(+)
YJR082C	YJR082C@chrX:582362(-)
YJR133W	YJR133W@chrX:672901(+)
YBL047C	YBL047C@chrII:132211(-)
YNL298W	YNL298W@chrXIV:68773(+)
YBR290W	YBR290W@chrII:782584(+)
YDR121W	YDR121W@chrIV:693452(+)
YLR196W	YLR196W@chrXII:543894(+)
YOL121C	YOL121C@chrXV:92870(-)
YKL103C	YKL103C@chrXI:247736(-)
YER053C	YER053C@chrV:259737(-)
YJR015W	YJR015W@chrX:462705(+)
YJR123W	YJR123W@chrX:651865(+)
YOR279C	YOR279C@chrXV:844741(-)
YDL139C	YDL139C@chrIV:212065(-)
YDR517W	YDR517W@chrIV:1477175(+)
YPL113C	YPL113C@chrXVI:337175(-)
YLR217W	YLR217W@chrXII:572837(+)
YOR368W	YOR368W@chrXV:1026812(+)
YLR003C	YLR003C@chrXII:157748(-)
YDR123C	YDR123C@chrIV:699544(-)
YER083C	YER083C@chrV:327049(-)
YJR014W	YJR014W@chrX:461782(+)
YOR039W	YOR039W@chrXV:405606(+)
YKR083C	YKR083C@chrXI:596870(-)
YNL301C	YNL301C@chrXIV:64586(-)
YOL089C	YOL089C@chrXV:153552(-)
YGR046W	YGR046W@chrVII:584803(+)
YOL086W-A	YOL086W-A@chrXV:159125(+)
YGR175C	YGR175C@chrVII:848450(-)
YLR356W	YLR356W@chrXII:840290(+)
YMR134W	YMR134W@chrXIII:537799(+)
YMR092C	YMR092C@chrXIII:453561(-)
YAL010C	YAL010C@chrI:135688(-)
YLR041W	YLR041W@chrXII:228917(+)
YLR409C	YLR409C@chrXII:937266(-)
YGR271C-A	YGR271C-A@chrVII:1038502(-)
YDR197W	YDR197W@chrIV:851195(+)
YJL082W	YJL082W@chrX:281067(+)
YOR297C	YOR297C@chrXV:875347(-)
YJR080C	YJR080C@chrX:581637(-)
YLR151C	YLR151C@chrXII:442738(-)
YER038W-A	YER038W-A@chrV:228379(+)
YLR436C	YLR436C@chrXII:1011329(-)
YDR055W	YDR055W@chrIV:563466(+)
YPL049C	YPL049C@chrXVI:463888(-)
YEL024W	YEL024W@chrV:107159(+)
YLL060C	YLL060C@chrXII:22121(-)
YGR264C	YGR264C@chrVII:1021860(-)
YJR074W	YJR074W@chrX:572345(+)
YDR412W	YDR412W@chrIV:1294644(+)
YFL020C	YFL020C@chrVI:99714(-)
YGL162W	YGL162W@chrVII:197991(+)
YMR261C	YMR261C@chrXIII:793455(-)
YDR174W	YDR174W@chrIV:812087(+)
YER114C	YER114C@chrV:394010(-)
YPL166W	YPL166W@chrXVI:237297(+)
YBL052C	YBL052C@chrII:122102(-)
YHR116W	YHR116W@chrVIII:340907(+)
YHR137W	YHR137W@chrVIII:375679(+)
YIL061C	YIL061C@chrIX:245578(-)
YGR103W	YGR103W@chrVII:695389(+)
YOR140W	YOR140W@chrXV:586649(+)
YER036C	YER036C@chrV:225232(-)
YLL036C	YLL036C@chrXII:68283(-)
YNL273W	YNL273W@chrXIV:122834(+)
YER053C-A	YER053C-A@chrV:261096(-)
YGL013C	YGL013C@chrVII:472325(-)
YJL076W	YJL076W@chrX:295208(+)
YBR246W	YBR246W@chrII:711548(+)
YFR004W	YFR004W@chrVI:153344(+)
YMR089C	YMR089C@chrXIII:448285(-)
YJL162C	YJL162C@chrX:115678(-)
YIL029C	YIL029C@chrIX:301362(-)
YDR528W	YDR528W@chrIV:1494268(+)
YDL197C	YDL197C@chrIV:106508(-)
YGR259C	YGR259C@chrVII:1013249(-)
YJR005W	YJR005W@chrX:445881(+)
YHR123W	YHR123W@chrVIII:354800(+)
YGL125W	YGL125W@chrVII:272381(+)
YER017C	YER017C@chrV:191869(-)
YCL027W	YCL027W@chrIII:71658(+)
YGL020C	YGL020C@chrVII:457934(-)
YGR210C	YGR210C@chrVII:914848(-)
YML061C	YML061C@chrXIII:151682(-)
YBR242W	YBR242W@chrII:704530(+)
YGR159C	YGR159C@chrVII:807700(-)
YDL120W	YDL120W@chrIV:245843(+)
YOR133W	YOR133W@chrXV:575052(+)
YBR166C	YBR166C@chrII:571243(-)
YBR046C	YBR046C@chrII:331542(-)
YNR021W	YNR021W@chrXIV:668350(+)
YDL010W	YDL010W@chrIV:432302(+)
YNL087W	YNL087W@chrXIV:462344(+)
YGR062C	YGR062C@chrVII:617281(-)
YDR239C	YDR239C@chrIV:943429(-)
YGL111W	YGL111W@chrVII:299934(+)
YJL199C	YJL199C@chrX:60187(-)
YNR053C	YNR053C@chrXIV:723139(-)
YJL023C	YJL023C@chrX:398403(-)
YPR143W	YPR143W@chrXVI:818285(+)
YPR123C	YPR123C@chrXVI:787680(-)
YIR012W	YIR012W@chrIX:378461(+)
YLR183C	YLR183C@chrXII:522059(-)
YPR070W	YPR070W@chrXVI:685857(+)
YMR074C	YMR074C@chrXIII:413485(-)
YLR011W	YLR011W@chrXII:169026(+)
YGR131W	YGR131W@chrVII:754643(+)
YCR088W	YCR088W@chrIII:265022(+)
YOL009C	YOL009C@chrXV:310141(-)
YKL163W	YKL163W@chrXI:144363(+)
YLR048W	YLR048W@chrXII:242190(+)
YLR145W	YLR145W@chrXII:432159(+)
YHR117W	YHR117W@chrVIII:342317(+)
YBR158W	YBR158W@chrII:556286(+)
